Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
461,4.7724,1,36,35,1.0222,0.91,0.3,0.45,-0.25,0.002,0.31,1,97.2,97.2,0.12,0.16,4.296,150570,17219205,82,0
342,2.7353,1,36,30,0.467,0.95,-0.14,0.71,-0.55,0.0023,0.36,1,83.3,83.3,0.27,0.34,2.6746,149309,13777319,50,10
474,1.2891,1,36,21,0.3673,1.02,0.16,1.47,1.17,0.0023,0.36,1,58.3,66.8,0.39,0.45,1.2828,148642,19210159,10,82
250,1.155,1,36,20,0.3655,0.95,-0.32,0.79,-0.71,0.0023,0.45,1,66.7,66.3,0.4,0.44,1.1516,149801,12326305,82,0
244,4.032,1,36,34,0.7393,1.09,0.31,0.99,0.21,0.0021,0.1,1,94.4,94.4,0.16,0.24,3.805,146555,12306452,82,0
98,3.5785,1,36,33,0.6174,1.06,0.31,0.93,0.27,0.0022,0.1,1,91.7,91.7,0.2,0.28,3.4345,145681,10430539,82,0
148,0.0502,1,36,12,0.3896,1.42,2.76,1.43,2.14,0.0019,0.04,1,50,73.7,0.42,0.54,0.0704,147102,11304138,10,70
120,6.0086,0,36,36,1.8364,1.04,0.36,1.74,1,0.0022,-0.04,1,100,100,0,0,6.0086,146448,11164484,50,82
318,-1.2907,1,36,5,0.5155,0.84,-0.47,0.63,-0.87,0.0013,0.55,1,86.1,86.1,0.36,0.29,-1.2156,147784,13160494,10,50
66,-4.4077,-1,36,0,1.8437,1,0,1,0,0,0,1,100,100,0,0,-4.4077,147323,10276335,10,0
399,1.5637,1,36,23,0.3744,0.95,-0.17,0.89,-0.6,0.0024,0.4,1,55.6,68.6,0.37,0.45,1.5506,144907,14391740,82,0
270,1.155,1,36,20,0.3655,1.18,1.38,1.3,1.48,0.0023,0.2,1,63.9,66.3,0.4,0.5,1.1516,145417,12695009,82,0
135,0.1989,1,36,13,0.3824,1.09,0.84,1.13,0.63,0.002,0.34,1,72.2,71.6,0.42,0.46,0.2157,144342,11209496,82,10
420,3.5785,1,36,33,0.6174,0.97,0.1,0.69,-0.15,0.0022,0.24,1,91.7,91.7,0.2,0.27,3.4345,145337,14565250,80,0
18,-4.4077,-1,36,0,1.8437,0.89,-0.01,0.28,-0.44,0,0.43,1,100,100,0,0,-4.4077,151806,10165533,10,0
290,1.4251,1,36,22,0.3702,1.02,0.23,1.01,0.1,0.0024,0.34,1,66.7,67.6,0.38,0.46,1.4155,150547,13022822,82,0
181,3.5785,1,36,33,0.6174,1.09,0.35,2.69,1.73,0.0022,0.09,1,91.7,91.7,0.2,0.28,3.4345,144967,11483393,82,0
224,1.4251,1,36,22,0.3702,0.91,-0.63,0.81,-0.52,0.0024,0.47,1,75,67.6,0.38,0.42,1.4155,151703,12156612,82,0
31,-1.0428,1,36,5,0.4822,1,0.02,0.88,-0.03,0.0013,0.23,1,83.3,83.4,0.34,0.38,-0.7746,150030,10213414,80,0
481,0.4829,1,36,15,0.3722,0.83,-0.98,0.64,-0.99,0.0021,0.58,1,72.2,69.6,0.42,0.41,0.4935,147331,19601174,10,0
130,3.2418,1,36,32,0.5468,1.01,0.12,2.43,1.53,0.0022,0.01,1,88.9,88.9,0.23,0.31,3.1394,144967,11237716,10,50
192,1.7059,1,36,24,0.3801,0.98,0.01,1,-0.3,0.0024,0.37,1,66.7,70,0.36,0.45,1.689,151373,11501197,82,0
352,2.1688,1,36,27,0.4084,1.13,0.97,1.03,0.23,0.0024,0.23,1,72.2,75.7,0.32,0.43,2.1366,148798,13872761,82,50
154,2.5288,1,36,29,0.4422,0.93,-0.27,0.74,-0.55,0.0024,0.38,1,77.8,80.5,0.29,0.38,2.4802,151380,11334975,80,50
265,2.9687,1,36,31,0.5002,0.88,-0.15,0.6,-0.6,0.0023,0.4,1,86.1,86.1,0.25,0.3,2.8913,147621,12531499,82,0
484,-0.6234,1,36,8,0.4374,0.84,-0.76,0.64,-1.07,0.0016,0.49,1,80.6,79.7,0.39,0.34,-0.5833,150005,19601174,10,20
45,1.155,1,36,20,0.3655,1.13,1.12,1.07,0.6,0.0023,0.3,1,61.1,66.3,0.4,0.48,1.1516,149562,10238964,10,80
199,2.9687,1,36,31,0.5002,1,0.06,0.92,-0.05,0.0023,0.23,1,86.1,86.1,0.25,0.34,2.8913,144594,11672110,82,0
366,1.7059,1,36,24,0.3801,1.04,0.32,0.89,-0.39,0.0024,0.36,1,63.9,70,0.35,0.45,1.689,147325,14035634,10,0
188,3.2418,1,36,32,0.5468,0.93,-0.07,0.66,-0.39,0.0022,0.34,1,88.9,88.9,0.23,0.29,3.1394,143544,11479701,10,80
322,0.3428,1,36,14,0.3767,1,0.01,1.14,0.62,0.0021,0.37,1,66.7,71,0.42,0.43,0.3564,148093,13223569,82,0
298,3.5785,1,36,33,0.6174,1.03,0.24,0.86,-0.03,0.0022,0.21,1,91.7,91.7,0.2,0.27,3.4345,149220,13023012,50,0
72,-0.1047,1,36,11,0.3982,1.22,1.39,1.49,1.69,0.0019,0.22,1,69.4,75.2,0.41,0.46,-0.0807,149506,10292535,10,0
83,3.2418,1,36,32,0.5468,1.24,0.89,1.7,1.38,0.0022,0.08,1,88.9,88.9,0.23,0.37,3.1394,143109,10339620,70,20
253,1.155,1,36,20,0.3655,0.74,-2.02,0.75,-1.61,0.0023,0.73,1,80.6,66.3,0.4,0.39,1.1516,150875,12314552,82,80
209,3.5785,1,36,33,0.6174,1,0.16,0.75,0,0.0022,0.22,1,91.7,91.7,0.2,0.27,3.4345,148219,12087939,0,0
334,1.7059,1,36,24,0.3801,0.89,-0.93,0.83,-0.79,0.0024,0.53,1,72.2,70,0.36,0.4,1.689,147099,13469517,10,50
244,0.8886,1,36,18,0.3651,0.89,-0.68,0.84,-0.7,0.0023,0.45,1,72.2,66.8,0.41,0.43,0.8909,148418,12305006,10,0
199,2.3416,1,36,28,0.4232,0.93,-0.18,0.74,-0.64,0.0024,0.4,1,77.8,77.9,0.31,0.38,2.3022,151793,11527358,82,0
420,-0.1047,1,36,11,0.3982,1.74,2.67,1.61,1.77,0.0019,-0.02,1,63.9,75.2,0.41,0.53,-0.0807,147335,14568071,10,50
145,2.1688,1,36,27,0.4084,0.93,-0.59,0.76,-0.75,0.0024,0.45,1,77.8,75.7,0.32,0.38,2.1366,146859,11264187,80,40
308,3.2418,1,36,32,0.5468,1.03,0.21,1.02,0.15,0.0022,0.19,1,88.9,88.9,0.23,0.3,3.1394,149153,13073222,82,0
387,4.7724,1,36,35,1.0222,0.98,0.22,0.55,-0.33,0.002,0.24,1,97.2,97.2,0.12,0.16,4.296,151156,14298708,82,0
470,-0.2673,1,36,10,0.4088,1.74,3.09,1.81,3.06,0.0018,-0.09,1,63.9,76.8,0.41,0.53,-0.2388,147335,18809073,82,0
297,4.7724,1,36,35,1.0222,0.97,0.31,0.55,-0.17,0.002,0.29,1,97.2,97.2,0.12,0.16,4.296,145534,13025422,82,0
290,1.4251,1,36,22,0.3702,1.02,0.14,0.96,-0.16,0.0024,0.37,1,63.9,67.6,0.38,0.45,1.4155,150527,13056522,82,0
110,1.2891,1,36,21,0.3673,1.16,1.19,1.16,0.92,0.0023,0.25,1,55.6,66.8,0.39,0.48,1.2828,147077,10615857,10,0
217,2.3416,1,36,28,0.4232,1.09,0.39,0.99,0.05,0.0024,0.23,1,72.2,77.9,0.31,0.43,2.3022,151294,12147176,10,50
385,2.0068,1,36,26,0.3966,0.96,-0.15,0.84,-0.61,0.0024,0.4,1,72.2,73.6,0.34,0.42,1.9806,148082,14298708,50,80
168,-2.402,1,36,2,0.7517,0.81,-0.42,0.57,-0.86,0.0011,0.54,1,94.4,94.5,0.23,0.21,-2.1807,145320,11393734,10,40
97,2.7353,1,36,30,0.467,1.02,0.19,1.08,0.43,0.0023,0.26,1,83.3,83.3,0.27,0.38,2.6746,150046,10414886,80,0
339,2.5288,1,36,29,0.4422,1.02,0.18,0.87,-0.22,0.0024,0.36,1,77.8,80.5,0.29,0.41,2.4802,149295,13750054,82,0
349,1.5637,1,36,23,0.3744,1.07,0.54,0.92,-0.16,0.0024,0.34,1,63.9,68.6,0.37,0.47,1.5506,143376,13834924,10,0
307,3.5785,1,36,33,0.6174,1.03,0.24,0.86,-0.04,0.0022,0.21,1,91.7,91.7,0.2,0.27,3.4345,146901,13076167,0,80
155,6.0086,0,36,36,1.8364,1,0,1,0,0.0022,0,1,100,100,0,0,6.0086,143793,11334975,10,0
357,2.9687,1,36,31,0.5002,1.02,0.18,0.8,-0.49,0.0023,0.39,1,86.1,86.1,0.25,0.32,2.8913,149309,13959859,80,0
250,0.8886,1,36,18,0.3648,1.08,0.56,1.04,0.19,0.0023,0.3,1,61.1,66.8,0.41,0.47,0.8909,145774,12327727,10,0
489,2.0068,1,36,26,0.3966,1.03,0.45,0.87,-0.12,0.0024,0.36,1,66.7,73.6,0.34,0.41,1.9806,149147,19979916,10,82
170,3.2418,1,36,32,0.5468,0.93,-0.04,0.7,-0.22,0.0022,0.35,1,88.9,88.9,0.23,0.29,3.1394,149685,11385278,10,0
107,1.4251,1,36,22,0.3702,1.06,0.3,1.08,0.46,0.0024,0.31,1,72.2,67.6,0.38,0.46,1.4155,147026,10519785,70,50
261,3.5785,1,36,33,0.6174,0.97,0.08,0.67,-0.13,0.0022,0.28,1,91.7,91.7,0.2,0.27,3.4345,147314,12360325,74,80
39,0.4829,1,36,15,0.3722,1.33,1.92,1.45,1.49,0.0021,0.03,1,61.1,69.6,0.42,0.51,0.4935,143750,10232893,10,80
465,1.7059,1,36,24,0.3874,1.06,0.45,0.87,-0.21,0.0024,0.34,1,75,72.3,0.36,0.43,1.689,148229,17452805,82,50
241,2.5288,1,36,29,0.4422,0.91,-0.13,0.73,-0.6,0.0024,0.39,1,77.8,80.5,0.29,0.38,2.4802,151720,12214418,50,90
302,2.9687,1,36,31,0.5002,1.02,0.16,0.92,-0.05,0.0023,0.21,1,86.1,86.1,0.25,0.33,2.8913,148545,13086146,50,0
481,-1.9318,1,36,3,0.6314,1.04,0.27,0.86,0.18,0.0012,0.15,1,91.7,91.7,0.28,0.28,-1.7926,146901,19679750,82,0
251,1.155,1,36,20,0.3655,1.14,1.1,1.05,0.15,0.0023,0.26,1,58.3,66.3,0.4,0.48,1.1516,144473,12327727,10,50
147,2.1688,1,36,27,0.4084,0.87,-0.61,0.81,-0.47,0.0024,0.41,1,77.8,75.7,0.32,0.4,2.1366,149324,11304138,80,0
448,4.7724,1,36,35,1.0222,0.96,0.31,0.55,-0.29,0.002,0.27,1,97.2,97.2,0.12,0.16,4.296,151135,16882709,80,50
293,1.2891,1,36,21,0.3673,1.02,0.16,1.01,0.1,0.0023,0.29,1,69.4,66.8,0.39,0.45,1.2828,149147,13022822,10,82
67,-2.402,1,36,2,1.032,0.93,0.06,0.57,-0.31,0.0011,0.33,1,97.2,97.2,0.23,0.16,-2.1807,150317,10268235,80,10
287,0.0502,1,36,12,0.3896,0.9,-0.52,0.88,-0.81,0.0019,0.54,1,75,73.7,0.42,0.42,0.0704,143641,12960985,82,0
207,6.0086,0,36,36,1.8364,0.9,0,0.49,-0.3,0.0022,0.31,1,100,100,0,0,6.0086,143793,11984414,10,0
60,4.7724,1,36,35,1.0222,1.04,0.36,1.45,1.08,0.002,0.09,1,97.2,97.2,0.12,0.17,4.296,144649,10276440,10,0
417,1.4251,1,36,22,0.3702,0.94,-0.31,1.21,0.84,0.0024,0.41,1,63.9,67.6,0.38,0.46,1.4155,146544,14743728,10,80
449,2.0068,1,36,25,0.3966,1.02,0.16,1.14,0.62,0.0024,0.41,1,77.8,73.6,0.34,0.41,1.9806,150547,16843347,10,0
391,3.5785,1,36,33,0.6174,1.06,0.3,2.69,1.78,0.0022,0.04,1,91.7,91.7,0.2,0.28,3.4345,151059,14383365,80,50
109,2.0068,1,36,26,0.3966,1,-0.02,0.88,-0.33,0.0024,0.34,1,72.2,73.6,0.34,0.41,1.9806,147130,10535233,10,0
89,0.62,1,36,16,0.3688,0.7,-1.49,0.64,-1.64,0.0022,0.63,1,86.1,68.4,0.41,0.38,0.6277,151846,10442871,82,0
167,-2.402,1,36,2,0.7517,0.98,0.16,0.33,-0.33,0.0011,0.31,1,94.4,94.5,0.23,0.21,-2.1807,147870,11384425,82,0
153,3.2418,1,36,32,0.5468,1,0.07,2.43,1.78,0.0022,0.09,1,88.9,88.9,0.23,0.31,3.1394,145681,11333448,10,0
101,2.9687,1,36,31,0.5002,0.88,-0.22,0.66,-0.55,0.0023,0.37,1,86.1,86.1,0.25,0.37,2.8913,144847,10485511,80,0
260,2.9687,1,36,31,0.5002,1,0.08,1.09,0.35,0.0023,0.17,1,86.1,86.1,0.25,0.33,2.8913,151194,12341878,82,0
176,-4.4077,-1,36,0,1.8437,1,0,1,0,0,0,1,100,100,0,0,-4.4077,144045,11436417,82,0
384,4.7724,1,36,35,1.0222,1,0.22,0.63,-0.16,0.002,0.27,1,97.2,97.2,0.12,0.16,4.296,150658,14237245,50,82
136,1.155,1,36,20,0.3655,0.95,-0.17,0.81,-0.72,0.0023,0.45,1,66.7,66.3,0.4,0.44,1.1516,143487,11276592,10,0
329,4.7724,1,36,35,1.0222,0.95,0.3,0.55,-0.33,0.002,0.28,1,97.2,97.2,0.12,0.16,4.296,144139,13223569,60,80
294,1.4251,1,36,22,0.3702,1.34,2.35,1.48,2.14,0.0024,0.04,1,44.4,67.6,0.38,0.53,1.4155,145856,13024957,60,0
353,3.5785,1,36,33,0.6174,1.04,0.26,0.87,0.27,0.0022,0.17,1,91.7,91.7,0.2,0.28,3.4345,150554,13872761,82,80
325,-1.2907,1,36,6,0.5155,0.84,-0.13,0.6,-0.58,0.0013,0.47,1,86.1,86.1,0.38,0.29,-1.2156,149324,13213032,10,50
177,2.9687,1,36,31,0.5002,0.95,-0.11,0.7,-0.48,0.0023,0.34,1,86.1,86.1,0.25,0.33,2.8913,151773,11450517,10,0
284,1.2891,1,36,21,0.3673,0.94,-0.43,0.81,-0.81,0.0023,0.46,1,63.9,66.8,0.39,0.44,1.2828,148418,12911631,82,0
368,3.2418,1,36,32,0.5468,1.12,0.41,0.93,0.38,0.0022,0.23,1,88.9,88.9,0.23,0.35,3.1394,145336,14035634,90,0
123,1.4251,1,36,22,0.3702,1.18,1.34,1.19,0.88,0.0024,0.2,1,50,67.6,0.38,0.49,1.4155,147470,11138491,82,10
448,2.5288,1,36,29,0.4422,0.97,-0.12,0.78,-0.42,0.0024,0.39,1,77.8,80.5,0.29,0.4,2.4802,149726,17026385,82,0
296,3.5785,1,36,33,0.6174,1.02,0.16,0.75,0,0.0022,0.21,1,91.7,91.7,0.2,0.27,3.4345,145825,13012843,10,70
270,4.032,1,36,34,0.7393,1.16,0.51,1.45,1.33,0.0021,0.09,1,94.4,94.4,0.16,0.24,3.805,143700,12887870,82,0
77,-4.4077,-1,36,0,1.8437,1,0,1,0,0,0,1,100,100,0,0,-4.4077,151283,10287663,80,82
403,0.3428,1,36,14,0.3767,0.67,-1.49,0.51,-1.64,0.0021,0.77,1,86.1,71,0.42,0.31,0.3564,151165,14391740,10,0
29,3.2418,1,36,32,0.5468,0.93,-0.08,0.7,-0.42,0.0022,0.34,1,88.9,88.9,0.23,0.29,3.1394,143544,10213414,90,0
38,0.1989,1,36,13,0.3824,1.46,2.64,1.61,2.46,0.002,-0.13,1,52.8,71.6,0.42,0.63,0.2157,147459,10187936,10,70
102,1.4251,1,36,22,0.3702,1.06,0.28,0.97,-0.03,0.0024,0.31,1,63.9,67.6,0.38,0.46,1.4155,150635,10493646,82,80
330,4.7724,1,36,35,1.0222,1.15,0.57,4.19,1.56,0.002,-0.08,1,97.2,97.2,0.12,0.17,4.296,151152,13392131,80,50
